repo,expected_family,kind,number,title,state,html_url,keyword_hits
openai/gym,C2,ISSUE,3248,"I am using DDPG. I trained the agent successfully. Now, I need to specify all action using all_actions = np.array(history.history['action']). But, it looks like there is no action recorded in history object. Any help and advice would be much appreciated.",open,https://github.com/openai/gym/issues/3248,['ap']
openai/gym,C2,PR,3247,Update py.Dockerfile,closed,https://github.com/openai/gym/pull/3247,"['ap', 'fix']"
openai/gym,C2,ISSUE,3246,[Bug Report] Env force_mag can not be changed in cartpole,closed,https://github.com/openai/gym/issues/3246,"['ap', 'ratio', 'report', 'reproducibility', 'seed', 'threshold']"
openai/gym,C2,ISSUE,3244,[Proposal] Initial State Tracking - Bipedal Walker Hardcore,open,https://github.com/openai/gym/issues/3244,"['ap', 'paper']"
openai/gym,C2,ISSUE,3243,[Question] How can I install gym[classic_control] on Windows 11 pipenv?,open,https://github.com/openai/gym/issues/3243,"['ap', 'conf', 'config', 'figure', 'ratio', 'report']"
openai/gym,C2,ISSUE,3242,[Bug Report] mujoco rendering is not deterministic,open,https://github.com/openai/gym/issues/3242,"['report', 'seed']"
openai/gym,C2,ISSUE,3241,[Question] Question title,open,https://github.com/openai/gym/issues/3241,['ap']
openai/gym,C2,ISSUE,3240,[Bug Report] Dependency error - box2D,open,https://github.com/openai/gym/issues/3240,"['fix', 'report']"
openai/gym,C2,PR,3239,modified:   setup.py in v0.21.0,closed,https://github.com/openai/gym/pull/3239,['fix']
openai/gym,C2,ISSUE,3238,[Proposal] Proposal title,open,https://github.com/openai/gym/issues/3238,['ap']
openai/gym,C2,ISSUE,3237,[Question] How do games with movement limited to cardinal directions handle diagonal actions?,open,https://github.com/openai/gym/issues/3237,"['ap', 'mean', 'subset']"
openai/gym,C2,ISSUE,3236,[Question] reset() missing 1 required positional argument: 'seed',open,https://github.com/openai/gym/issues/3236,"['ap', 'baseline', 'seed', 'table']"
openai/gym,C2,PR,3235,Create README.md,open,https://github.com/openai/gym/pull/3235,"['ap', 'fix']"
openai/gym,C2,ISSUE,3234,[Bug Report] SyncVectorEnv has an unremoved but deprecated method seed(),closed,https://github.com/openai/gym/issues/3234,"['report', 'seed']"
openai/gym,C2,PR,3232,Update multi_binary.py,closed,https://github.com/openai/gym/pull/3232,"['ap', 'fix']"
openai/gym,C2,PR,3231,Made some changes,closed,https://github.com/openai/gym/pull/3231,"['ap', 'fix']"
openai/gym,C2,ISSUE,3230,Why the initial state of breakout environment is the same with different seed?,open,https://github.com/openai/gym/issues/3230,['seed']
openai/gym,C2,ISSUE,3229,[Bug Report] Vectorized Environments,open,https://github.com/openai/gym/issues/3229,"['ap', 'report']"
openai/gym,C2,ISSUE,3228,[Question] Querying xpos (and other fields) from env after initialization produces all zeros?,closed,https://github.com/openai/gym/issues/3228,['conf']
openai/gym,C2,PR,3227,Create assignment.py,open,https://github.com/openai/gym/pull/3227,"['ap', 'fix']"
openai/gym,C2,ISSUE,3226,Unable to install stablebaselines3[extra],open,https://github.com/openai/gym/issues/3226,"['ap', 'baseline', 'conf', 'config', 'ratio', 'table']"
openai/gym,C2,ISSUE,3225,V1 and V2 are which velocities?,open,https://github.com/openai/gym/issues/3225,['ap']
openai/gym,C2,PR,3224,Update inverted_pendulum_v4.py,open,https://github.com/openai/gym/pull/3224,"['ap', 'fix']"
openai/gym,C2,ISSUE,3223,AttributeError: 'NoneType' object has no attribute 'register_gym_envs',open,https://github.com/openai/gym/issues/3223,['ratio']
openai/gym,C2,ISSUE,3222,[Bug Report] Bug title,open,https://github.com/openai/gym/issues/3222,"['report', 'reproduce']"
openai/gym,C2,PR,3328,[codex] Pin GitHub Actions workflow references,closed,https://github.com/openai/gym/pull/3328,"['ratio', 'table']"
openai/gym,C2,PR,3324,Cd 7642 lunar lander analysis,closed,https://github.com/openai/gym/pull/3324,"['ap', 'fix']"
openai/gym,C2,PR,3321,docs: minor formatting fix,closed,https://github.com/openai/gym/pull/3321,"['ap', 'fix']"
openai/gym,C2,PR,3319,Learning purpose,closed,https://github.com/openai/gym/pull/3319,"['ap', 'fix']"
openai/gym,C2,PR,3318,Update README.md,open,https://github.com/openai/gym/pull/3318,"['ap', 'fix']"
openai/gym,C2,PR,3317,Add default parameters for self.masscart and self.masspole to the constructor in CartPoleEnv,open,https://github.com/openai/gym/pull/3317,['fix']
openai/gym,C2,PR,3316,"Add a test for **kwargs, for the modifications I made to the construc…",open,https://github.com/openai/gym/pull/3316,['fix']
openai/gym,C2,PR,3315,Add default parameters,closed,https://github.com/openai/gym/pull/3315,['fix']
openai/gym,C2,PR,3314,gym_m,open,https://github.com/openai/gym/pull/3314,"['ap', 'fix']"
openai/gym,C2,PR,3312,Update passive_env_checker.py,open,https://github.com/openai/gym/pull/3312,"['ap', 'fix']"
openai/gym,C2,PR,3310,"Update passive_env_checker.py to fix ""bool8 error""",open,https://github.com/openai/gym/pull/3310,"['ap', 'fix', 'mean', 'seed']"
openai/gym,C2,PR,3302,Correct spelling core.py L90,open,https://github.com/openai/gym/pull/3302,"['ap', 'fix']"
openai/gym,C2,PR,3298,updated readme file,open,https://github.com/openai/gym/pull/3298,['fix']
openai/gym,C2,PR,3296,Simplify type check in `is_float_integer` function,closed,https://github.com/openai/gym/pull/3296,"['ap', 'fix']"
openai/gym,C2,PR,3295,bug fix :numpy has no attribute 'bool8',open,https://github.com/openai/gym/pull/3295,['fix']
openai/gym,C2,PR,3271,Update passive_env_checker.py with np.bool_ instead of np.bool8,closed,https://github.com/openai/gym/pull/3271,"['ap', 'fix']"
openai/gym,C2,PR,3266,Fix for the collision problem in the pusher environment,closed,https://github.com/openai/gym/pull/3266,['fix']
openai/gym,C2,PR,3258,Updating deprecated alias 'np.bool8' -> 'np.bool_',open,https://github.com/openai/gym/pull/3258,['ap']
openai/gym,C2,PR,3247,Update py.Dockerfile,closed,https://github.com/openai/gym/pull/3247,"['ap', 'fix']"
openai/gym,C2,PR,3239,modified:   setup.py in v0.21.0,closed,https://github.com/openai/gym/pull/3239,['fix']
openai/gym,C2,PR,3235,Create README.md,open,https://github.com/openai/gym/pull/3235,"['ap', 'fix']"
openai/gym,C2,PR,3232,Update multi_binary.py,closed,https://github.com/openai/gym/pull/3232,"['ap', 'fix']"
openai/gym,C2,PR,3231,Made some changes,closed,https://github.com/openai/gym/pull/3231,"['ap', 'fix']"
openai/gym,C2,PR,3227,Create assignment.py,open,https://github.com/openai/gym/pull/3227,"['ap', 'fix']"
openai/gym,C2,PR,3224,Update inverted_pendulum_v4.py,open,https://github.com/openai/gym/pull/3224,"['ap', 'fix']"
openai/gym,C2,PR,3216,Create FUNDING.yml,open,https://github.com/openai/gym/pull/3216,"['ap', 'fix']"
openai/gym,C2,PR,3213,Feature2,closed,https://github.com/openai/gym/pull/3213,"['ap', 'fix']"
openai/gym,C2,PR,3212,Update setup.py,closed,https://github.com/openai/gym/pull/3212,"['ap', 'fix']"
openai/gym,C2,PR,3194,change np.bool8 to np.bool_,closed,https://github.com/openai/gym/pull/3194,"['ap', 'fix']"
openai/gym,C2,PR,3184,Update frozen_lake.py,closed,https://github.com/openai/gym/pull/3184,"['ap', 'fix']"
openai/gym,C2,PR,3183,My change for ML,closed,https://github.com/openai/gym/pull/3183,"['ap', 'fix']"
openai/gym,C2,PR,3178,specified render_mode for standalone running,closed,https://github.com/openai/gym/pull/3178,"['ap', 'fix']"
openai/gym,C2,PR,3175,Update error.py,closed,https://github.com/openai/gym/pull/3175,"['ap', 'fix', 'ratio', 'seed']"
openai/gym,C2,PR,3152,Fixed forward discounted return estimation.,closed,https://github.com/openai/gym/pull/3152,"['ap', 'fix']"
openai/gym,C2,PR,3147,docs(montain_car): fix docstring,closed,https://github.com/openai/gym/pull/3147,"['ap', 'fix']"
openai/gym,C2,PR,3128,Change seeding error message to report seed type,closed,https://github.com/openai/gym/pull/3128,"['fix', 'report', 'seed']"
openai/gym,C2,PR,3126,adding specific syntax for 'pip install' in README to work more gener…,closed,https://github.com/openai/gym/pull/3126,['fix']
openai/gym,C2,PR,3118,Fixed Issue #3093,closed,https://github.com/openai/gym/pull/3118,"['ap', 'fix']"
openai/gym,C2,PR,3116,Bump to V26.2,closed,https://github.com/openai/gym/pull/3116,"['ap', 'fix']"
openai/gym,C2,PR,3114,Fix `render_modes` Assertion to be compatible with new mujoco,closed,https://github.com/openai/gym/pull/3114,['fix']
openai/gym,C2,PR,3111,Fix reset info being lost in vector environments,closed,https://github.com/openai/gym/pull/3111,"['ap', 'baseline', 'fix', 'report', 'table']"
openai/gym,C2,PR,3105,Update atari_preprocessing.py,closed,https://github.com/openai/gym/pull/3105,['fix']
openai/gym,C2,PR,3101,Feature/faster episode recorder,closed,https://github.com/openai/gym/pull/3101,"['ap', 'fix']"
openai/gym,C2,PR,3100,Clarified and fixed typo in GraphInstance docstring,closed,https://github.com/openai/gym/pull/3100,"['ap', 'fix']"
openai/gym,C2,PR,3094,GitHub Workflows security hardening,closed,https://github.com/openai/gym/pull/3094,['token']
openai/gym,C2,PR,3090,Bump version to v26.1,closed,https://github.com/openai/gym/pull/3090,"['ap', 'fix']"
openai/gym,C2,PR,3089,Update blackjack.py,closed,https://github.com/openai/gym/pull/3089,"['ap', 'fix']"
openai/gym,C2,PR,3085,Update the CarRacing main method to the new rendering API.,closed,https://github.com/openai/gym/pull/3085,"['ap', 'fix']"
openai/gym,C2,PR,3083,fix: bipedal rgb_array shape,closed,https://github.com/openai/gym/pull/3083,"['ap', 'fix', 'report', 'reproduce']"
openai/gym,C2,PR,3081,Correctly change color of visited road tiles in CarRacing,closed,https://github.com/openai/gym/pull/3081,['fix']
openai/gym,C2,PR,3080,fix truncarted typo in readme API example,closed,https://github.com/openai/gym/pull/3080,"['ap', 'fix']"
openai/gym,C2,PR,3076,[BugFix] Raise exception in PixelObservationWrapper if env.render_mode is not specified,closed,https://github.com/openai/gym/pull/3076,"['ap', 'fix']"
openai/gym,C2,PR,3072,Fix mujoco_py only installation,closed,https://github.com/openai/gym/pull/3072,"['ap', 'fix']"
openai/gym,C2,PR,3066,Add a complete compatibility wrapper,closed,https://github.com/openai/gym/pull/3066,['ap']
openai/gym,C2,PR,3064,Fix lunar lander reward doc,closed,https://github.com/openai/gym/pull/3064,['fix']
openai/gym,C2,PR,3063,fix: restore auto human rendering,closed,https://github.com/openai/gym/pull/3063,['fix']
openai/gym,C2,PR,3062,fix: restore auto human rendering,closed,https://github.com/openai/gym/pull/3062,['fix']
openai/gym,C2,PR,3061,Fix pyright errors in envs and spaces folders,closed,https://github.com/openai/gym/pull/3061,"['ap', 'fix']"
openai/gym,C2,PR,3060,environment agnostic {mode}_list render mode,closed,https://github.com/openai/gym/pull/3060,['ap']
openai/gym,C2,PR,3059,Correct the module scope of DeprecationWarning warning filter,closed,https://github.com/openai/gym/pull/3059,"['ap', 'fix']"
openai/gym,C2,PR,3056,Release notes for v0.26.0,closed,https://github.com/openai/gym/pull/3056,"['ap', 'fix', 'mean', 'seed', 'table']"
openai/gym,C2,PR,3055,fix: test_record_video_within_vector,closed,https://github.com/openai/gym/pull/3055,['fix']
openai/gym,C2,PR,3053,Replace all references to gymlibrary.ml domain with new .dev address,closed,https://github.com/openai/gym/pull/3053,"['ap', 'fix']"
openai/gym,C2,PR,3048,Add testing for Fundamental spaces with full coverage,closed,https://github.com/openai/gym/pull/3048,"['fix', 'split']"
openai/gym,C2,PR,3047,Update Composite spaces with full coverage,closed,https://github.com/openai/gym/pull/3047,"['ap', 'conf', 'seed', 'split']"
openai/gym,C2,PR,3046,Make moviepy an optional dependancy,closed,https://github.com/openai/gym/pull/3046,['ap']
openai/gym,C2,PR,3044,Set offwidth and offheight properly before make MjrContext to support width > 640 or height > 480 in offscreen rendering,closed,https://github.com/openai/gym/pull/3044,['fix']
openai/gym,C2,PR,3041,Updates the make and registration functions with better parameters and hints,closed,https://github.com/openai/gym/pull/3041,"['fix', 'ratio']"
openai/gym,C2,PR,3037,Fix toy_text rendering on headless machines,closed,https://github.com/openai/gym/pull/3037,['fix']
openai/gym,C2,PR,3036,Rename rotors in mujoco swimmer env,closed,https://github.com/openai/gym/pull/3036,['fix']
openai/gym,C2,PR,3035,Fixed typo in the contributing guidelines,closed,https://github.com/openai/gym/pull/3035,"['ap', 'fix']"
openai/gym,C2,PR,3033,Updates to v0.25.2,closed,https://github.com/openai/gym/pull/3033,"['ap', 'fix', 'seed']"
openai/gym,C2,PR,3029,Corrected episode end description for mujoco/ant,closed,https://github.com/openai/gym/pull/3029,['correction']
openai/gym,C2,PR,3028,Add testing for step api compatibility functions and wrapper,closed,https://github.com/openai/gym/pull/3028,['ap']
openai/gym,C2,PR,3027,Remove old Render API,closed,https://github.com/openai/gym/pull/3027,['ap']
openai/gym,C2,PR,3026,Fix envpool bug with missing mask key,closed,https://github.com/openai/gym/pull/3026,"['ap', 'fix']"
openai/gym,C2,PR,3025,Fix unpickling Box2D and MuJoCo envs,closed,https://github.com/openai/gym/pull/3025,['fix']
openai/gym,C2,PR,3024,Consider key order in `spaces.Dict.__eq__`,closed,https://github.com/openai/gym/pull/3024,['fix']
openai/gym,C2,PR,3022,removed inline RandomNumberGenerator implementation ,closed,https://github.com/openai/gym/pull/3022,['fix']
openai/gym,C2,PR,3019,Support only new step API (while retaining compatibility functions) ,closed,https://github.com/openai/gym/pull/3019,"['ap', 'fix']"
openai/gym,C2,PR,3013,TimeAwareObservationV0 Wrapper,closed,https://github.com/openai/gym/pull/3013,['ap']
openai/gym,C2,PR,3011,Reduce memory consumption and hanging for Dict and Tuple spaces,closed,https://github.com/openai/gym/pull/3011,"['fix', 'seed']"
openai/gym,C2,PR,3009,Add swig as a Box2D dependency,closed,https://github.com/openai/gym/pull/3009,['fix']
openai/gym,C2,PR,3008,Update Code of Conduct,closed,https://github.com/openai/gym/pull/3008,['fix']
openai/gym,C2,PR,3007,Add type annotations for metadata and render_mode,closed,https://github.com/openai/gym/pull/3007,['fix']
openai/gym,C2,PR,3006,Fix for pickling environments,closed,https://github.com/openai/gym/pull/3006,['fix']
openai/gym,C2,PR,3002,Lambda action and Lambda observation wrappers,closed,https://github.com/openai/gym/pull/3002,['ap']
openai/gym,C2,PR,3001,Avoid metaclass conflicts when inheriting from `gym.Env`,closed,https://github.com/openai/gym/pull/3001,"['conf', 'fix']"
