repo,issue_pr_number,kind,title,expected_family,status,missing_condition,reasoning,strong_signal,paper_link,gold_confirmation,post_fix_commit,pre_fix_commit,candidate_paper,candidate_claim
facebookresearch/deit,169,PR,fixed typo in path for 2nd validation class,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,140,PR,Use torch.repeat_interleave() to generate the repeated indices faster,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,benchmark,
facebookresearch/deit,123,PR,fix bug -  add droppath in cait,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,118,PR,save best checkpoint,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,91,PR,BUG Fix: ensure the right loss function is selected when mixtup or cu…,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,84,PR,Delete Unused Args dpr_constant In cait_S36,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,83,PR,gradio web app,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,55,PR,Add deit_base_distilled_patch16_384,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,54,PR,Add Colab for inference,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,53,PR,Update figure with newer models,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,figure,
facebookresearch/deit,52,PR,Fix no-weight-decay in optimizer,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,49,PR,Add loss_scaler to checkpoints,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproducibility,reproduc
facebookresearch/deit,43,PR,Add option to finetune on larger resolution,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,42,PR,Add Knowledge-Distillation,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,27,PR,Change LICENSE to Apache 2.0,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,24,PR,Support parallelized evaluation,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3328,PR,[codex] Pin GitHub Actions workflow references,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table; doi,
openai/gym,3327,ISSUE,[Question] Training Error increasing for blackjack-v1,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3325,ISSUE,[Proposal] Proposal title,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3324,PR,Cd 7642 lunar lander analysis,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3323,ISSUE,[Bug Report] Bug title,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
openai/gym,3321,PR,docs: minor formatting fix,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3319,PR,Learning purpose,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3318,PR,Update README.md,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3317,PR,Add default parameters for self.masscart and self.masspole to the cons,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3316,PR,"Add a test for **kwargs, for the modifications I made to the construc…",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3315,PR,Add default parameters,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3314,PR,gym_m,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3313,ISSUE,Mac Mini M4,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3312,PR,Update passive_env_checker.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3310,PR,"Update passive_env_checker.py to fix ""bool8 error""",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3309,ISSUE,nan or inf in step(),C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3308,ISSUE,reset() showing NotImplementedError for ObservationWrapper,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3306,ISSUE,Couldn't find lunar Lander v3,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3305,ISSUE,[Bug Report] cv2.error: OpenCV(4.9.0) :-1: error: (-5:Bad argument) in,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3304,ISSUE,[Bug Report] Bug title,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3302,PR,Correct spelling core.py L90,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3300,ISSUE,AttributeError: partially initialized module 'gym' has no attribute 'W,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3299,ISSUE,[Question] Too many values to unpack issue,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3298,PR,updated readme file,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3297,ISSUE,[Question] Are the action for Mujoco envs normalized ?,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3296,PR,Simplify type check in `is_float_integer` function,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3295,PR,bug fix :numpy has no attribute 'bool8',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3294,ISSUE,[Bug Report] module 'numpy' has no attribute 'bool8',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3289,ISSUE,[bug] NormalizeReward is wrong?,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproducibility,reproduc
openai/gym,3286,ISSUE,[Proposal] AsyncVectorEnv with Graph observation spaces,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3285,ISSUE,[Question] Gym and stable baselines compatible issue,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3284,ISSUE,[Question] Changing action space with time/episode ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3282,ISSUE,trying to use mujoco env,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3281,ISSUE,[bug] EOF error with gym.vector.AsyncVectorEnv() when calling the step,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3279,ISSUE,Problem in render_mode,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3278,ISSUE,[Bug Report] When call a base64.b64encode() on a Box observation_space,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,table; reproduce,leak reproduc
openai/gym,3276,ISSUE,AttributeError: attempted to get missing private attribute '_domain_fi,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3275,ISSUE,gym.error.UnregisteredEnv: No registered env with id: meme-v0,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3273,ISSUE,[Question] AsyncVectorEnv getting hung up as `pip.recv()` not returnin,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3271,PR,Update passive_env_checker.py with np.bool_ instead of np.bool8,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3270,ISSUE,[Question] MUJOCO environment info ERROR in the gym documentation webs,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3269,ISSUE,[Question] I am implementing a DQN on Atari. I have some shape related,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3268,ISSUE,"[Bug Report] Humanoidv4 doesnt include contact_cost in code, but still",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3266,PR,Fix for the collision problem in the pusher environment,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3265,ISSUE,[Question] How to verify who is the winner of a game?,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3264,ISSUE,[Bug Report] pusher-v4 in the environment doesn't collide the object f,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3263,ISSUE,[Question] Custom dtype in observation space,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3262,ISSUE,"[Bug Report] Getting Error from ""D:\PongDQN_RL\venv\lib\site-packages\",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3261,ISSUE,Env.reset () is error,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3260,ISSUE,Could not find platform dependent libraries and kernel always busy. Im,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3259,ISSUE,installing gym[toy_text] bug,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,figure,
openai/gym,3258,PR,Updating deprecated alias 'np.bool8' -> 'np.bool_',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3257,ISSUE,[Question] Modifying and Analyzing mujoco's qpos and qvel ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,figure,
openai/gym,3256,ISSUE,Is there any tools for changing the hyperparameter of the mujoco envir,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3255,ISSUE,Segmentation Fault while trying to run Rviz in a wsl enviorment using ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3254,ISSUE,Deepcopy env not working as expected,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3253,ISSUE,[Bug Report] Vector env return value ,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3252,ISSUE,Juputer notebook Kernel Dead After running any gym method,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3251,ISSUE,[Question] Open source code for Montezuma Revenge,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3250,ISSUE,setup.py in https://www.gymlibrary.dev/content/environment_creation/#m,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3248,ISSUE,"I am using DDPG. I trained the agent successfully. Now, I need to spec",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3247,PR,Update py.Dockerfile,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3246,ISSUE,[Bug Report] Env force_mag can not be changed in cartpole,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproducibility,reproduc
openai/gym,3244,ISSUE,[Proposal] Initial State Tracking - Bipedal Walker Hardcore,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
openai/gym,3243,ISSUE,[Question] How can I install gym[classic_control] on Windows 11 pipenv,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,True,,,figure,
openai/gym,3242,ISSUE,[Bug Report] mujoco rendering is not deterministic,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3241,ISSUE,[Question] Question title,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3240,ISSUE,[Bug Report] Dependency error - box2D,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3239,PR,modified:   setup.py in v0.21.0,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3238,ISSUE,[Proposal] Proposal title,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3237,ISSUE,[Question] How do games with movement limited to cardinal directions h,C2,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,subset
openai/gym,3236,ISSUE,[Question] reset() missing 1 required positional argument: 'seed',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3235,PR,Create README.md,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3234,ISSUE,[Bug Report] SyncVectorEnv has an unremoved but deprecated method seed,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3232,PR,Update multi_binary.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3231,PR,Made some changes,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3230,ISSUE,Why the initial state of breakout environment is the same with differe,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3229,ISSUE,[Bug Report] Vectorized Environments,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3228,ISSUE,[Question] Querying xpos (and other fields) from env after initializat,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,doi,
openai/gym,3227,PR,Create assignment.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3226,ISSUE,Unable to install stablebaselines3[extra],C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3225,ISSUE,V1 and V2 are which velocities?,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3224,PR,Update inverted_pendulum_v4.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3223,ISSUE,AttributeError: 'NoneType' object has no attribute 'register_gym_envs',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3222,ISSUE,[Bug Report] Bug title,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
openai/gym,3328,PR,[codex] Pin GitHub Actions workflow references,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table; doi,
openai/gym,3324,PR,Cd 7642 lunar lander analysis,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3321,PR,docs: minor formatting fix,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3319,PR,Learning purpose,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3318,PR,Update README.md,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3317,PR,Add default parameters for self.masscart and self.masspole to the cons,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3316,PR,"Add a test for **kwargs, for the modifications I made to the construc…",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3315,PR,Add default parameters,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3314,PR,gym_m,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3312,PR,Update passive_env_checker.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3310,PR,"Update passive_env_checker.py to fix ""bool8 error""",C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3302,PR,Correct spelling core.py L90,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3298,PR,updated readme file,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3296,PR,Simplify type check in `is_float_integer` function,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3295,PR,bug fix :numpy has no attribute 'bool8',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3271,PR,Update passive_env_checker.py with np.bool_ instead of np.bool8,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3266,PR,Fix for the collision problem in the pusher environment,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3258,PR,Updating deprecated alias 'np.bool8' -> 'np.bool_',C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3247,PR,Update py.Dockerfile,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3239,PR,modified:   setup.py in v0.21.0,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3235,PR,Create README.md,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3232,PR,Update multi_binary.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3231,PR,Made some changes,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3227,PR,Create assignment.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3224,PR,Update inverted_pendulum_v4.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3216,PR,Create FUNDING.yml,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3213,PR,Feature2,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3212,PR,Update setup.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3194,PR,change np.bool8 to np.bool_,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3184,PR,Update frozen_lake.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3183,PR,My change for ML,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3178,PR,specified render_mode for standalone running,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3175,PR,Update error.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,benchmark,
openai/gym,3152,PR,Fixed forward discounted return estimation.,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3147,PR,docs(montain_car): fix docstring,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3128,PR,Change seeding error message to report seed type,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3126,PR,adding specific syntax for 'pip install' in README to work more gener…,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3118,PR,Fixed Issue #3093,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3116,PR,Bump to V26.2,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3114,PR,Fix `render_modes` Assertion to be compatible with new mujoco,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3111,PR,Fix reset info being lost in vector environments,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
openai/gym,3105,PR,Update atari_preprocessing.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3101,PR,Feature/faster episode recorder,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,benchmark; doi,
openai/gym,3100,PR,Clarified and fixed typo in GraphInstance docstring,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3094,PR,GitHub Workflows security hardening,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3090,PR,Bump version to v26.1,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,True,,,,
openai/gym,3089,PR,Update blackjack.py,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3085,PR,Update the CarRacing main method to the new rendering API.,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3083,PR,fix: bipedal rgb_array shape,C2,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
openai/gym,3081,PR,Correctly change color of visited road tiles in CarRacing,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3080,PR,fix truncarted typo in readme API example,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
openai/gym,3076,PR,[BugFix] Raise exception in PixelObservationWrapper if env.render_mode,C2,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
